name	tfName	up5kbNum	down1kbNum	tssPos	miRNAs
chr1_fMiRNAcluster1	FOSL2	1	0	1102483	"hsa-mir-200a,hsa-mir-429,hsa-mir-200b"
chr1_fMiRNAcluster1	HEY1	1	0	1102483	"hsa-mir-200a,hsa-mir-429,hsa-mir-200b"
chr1_fMiRNAcluster1	HEY1	1	0	1102483	"hsa-mir-200a,hsa-mir-429,hsa-mir-200b"
chr1_fMiRNAcluster1	JunD	1	0	1102483	"hsa-mir-200a,hsa-mir-429,hsa-mir-200b"
chr1_fMiRNAcluster1	USF-1	1	0	1102483	"hsa-mir-200a,hsa-mir-429,hsa-mir-200b"
chr1_fMiRNAcluster1	USF-1	1	0	1102483	"hsa-mir-200a,hsa-mir-429,hsa-mir-200b"
chr1_fMiRNAcluster2	FOXH1	1	1	2985731	hsa-mir-4251
chr1_fMiRNAcluster2	E2F4	0	1	2985731	hsa-mir-4251
chr1_fMiRNAcluster2	CDX2	0	1	2985731	hsa-mir-4251
chr1_fMiRNAcluster2	HNF4A	0	2	2985731	hsa-mir-4251
chr1_fMiRNAcluster2	HNF4A	0	1	2985731	hsa-mir-4251
chr1_fMiRNAcluster2	TCF7L2	1	1	2985731	hsa-mir-4251
chr1_fMiRNAcluster2	CTCF	0	1	2985731	hsa-mir-4251
chr1_fMiRNAcluster2	CTCF	0	1	2985731	hsa-mir-4251
chr1_fMiRNAcluster2	CTCF	0	1	2985731	hsa-mir-4251
chr1_fMiRNAcluster2	CTCF	0	1	2985731	hsa-mir-4251
chr1_fMiRNAcluster2	HEY1	0	1	2985731	hsa-mir-4251
chr1_fMiRNAcluster2	p300	0	1	2985731	hsa-mir-4251
chr1_fMiRNAcluster3	CDX2	0	1	5624130	hsa-mir-4417
chr1_fMiRNAcluster3	GATA6	2	0	5624130	hsa-mir-4417
chr1_fMiRNAcluster3	HNF4A	2	0	5624130	hsa-mir-4417
chr1_fMiRNAcluster3	HNF4A	1	1	5624130	hsa-mir-4417
chr1_fMiRNAcluster3	NF-E2	1	0	5624130	hsa-mir-4417
chr1_fMiRNAcluster4	ERG	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	ERG	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	Jun	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	Fos	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	ETS1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	CEBPA	0	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	HNF4A	0	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	STAT1	0	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	ZNF263	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	ZNF263	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	4-Oct	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NANOG	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	SMAD2/3	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	CEBPA	0	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	PPARg	0	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	SPI1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	E2F4	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	CDX2	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	CDX2	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	HNF4A	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	HNF4A	2	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	p68	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NFKB	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NFKB	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	Rad21	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	c-Fos	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NFKB	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NFKB	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NFKB	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NFKB	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NFKB	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TCF7L2	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	Max	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	AP-2alpha	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	AP-2gamma	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	BAF155	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	BAF170	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	Brg1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	E2F1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	HA-E2F1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	Ini1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	JunD	0	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	Max	1	2	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TFIIIC-110	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	c-Fos	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	c-Myc	1	2	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	HNF4A	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	SREBP1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	STAT1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	Ini1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NF-YA	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NF-YB	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	c-Fos	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	c-Jun	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	E2F4	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	E2F6	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	YY1	0	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	ZNF263	1	2	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	HA-E2F1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	YY1	0	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	CTCF	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	CTCF	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	CTCF	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	BATF	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	EBF	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	EBF	1	2	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	IRF4	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	PAX5-C20	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	PAX5-C20	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	PAX5-N19	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	POU2F2	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	PU.1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	PU.1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	Pbx3	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	Pbx3	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	SP1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	SP1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TAF1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TCF12	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TCF12	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	POU2F2	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	PU.1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	PU.1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TAF1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TAF1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TAF1	1	2	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NRSF	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TAF1	2	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TAF1	2	2	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	FOSL2	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	HEY1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	HEY1	1	2	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	JunD	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	RXRA	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	Sin3Ak-20	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TAF1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TAF1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	USF-1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	USF-1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	HEY1	2	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	HEY1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	PU.1	2	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	PU.1	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TAF1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	TAF1	1	1	10270763	hsa-mir-1273d
chr1_fMiRNAcluster4	NRSF	1	0	10270763	hsa-mir-1273d
chr1_fMiRNAcluster5	ERG	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	Jun	2	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	Fos	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	Myc	2	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	GATA1	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	GATA2	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	CBP	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	STAT1	2	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	ZNF263	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	STAT1	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	E2F4	2	2	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	CDX2	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	CDX2	2	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	GATA6	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	HNF4A	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	HNF4A	2	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NFKB	3	2	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	JunD	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NFKB	5	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TR4	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NFKB	5	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NFKB	3	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NFKB	2	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NFKB	3	2	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NFKB	4	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NFKB	2	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NFKB	5	2	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NFKB	4	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NFKB	4	2	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TCF7L2	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	Max	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	c-Jun	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	STAT1	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	AP-2alpha	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	AP-2gamma	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	BAF155	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	BAF170	2	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	Brg1	2	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	Ini1	2	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	JunD	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	Max	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	c-Fos	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	c-Jun	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	c-Myc	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	STAT1	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	c-Jun	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	c-Jun	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	STAT1	0	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	c-Jun	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	c-Myc	2	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	Brg1	2	2	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	GTF2B	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	Ini1	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	JunD	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	Max	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NELFe	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	c-Fos	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	c-Jun	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	c-Myc	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	E2F4	2	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	E2F6	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	GATA-1	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	GATA-2	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	SETDB1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	ZNF263	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	HA-E2F1	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	BATF	2	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	BATF	2	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	BCL11A	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	BCL11A	2	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	BCL3	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	BCL3	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	EBF	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	EBF	3	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	IRF4	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	IRF4	2	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	PAX5-C20	3	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	PAX5-C20	2	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	PAX5-N19	2	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	PAX5-N19	3	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	POU2F2	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	POU2F2	3	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	PU.1	2	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	SP1	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	SP1	2	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TAF1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TAF1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TCF12	3	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TCF12	3	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	p300	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	POU2F2	2	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	POU2F2	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	PU.1	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TAF1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TAF1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TAF1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TAF1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TAF1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TAF1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	FOSL2	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	JunD	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	HEY1	1	2	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	HEY1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	PU.1	2	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	PU.1	1	0	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TAF1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	TAF1	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster5	NRSF	1	1	12227059	hsa-mir-4632
chr1_fMiRNAcluster6	ERalpha	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	ERbeta	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	ERbeta	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	ERalpha	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	p63	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	p63	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	p63	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	ER	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	ERalpha	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	ERalpha	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	CDX2	2	1	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	GATA6	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	NFKB	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	NFKB	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	NFKB	1	0	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	BAF155	0	1	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	NF-YA	1	1	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	NF-YB	1	1	17575592	hsa-mir-3972
chr1_fMiRNAcluster6	TAF1	1	1	17575592	hsa-mir-3972
chr1_fMiRNAcluster7	ZNF263	1	0	22592731	hsa-mir-4418
chr1_fMiRNAcluster7	ERalpha	1	1	22592731	hsa-mir-4418
chr1_fMiRNAcluster7	GATA6	1	0	22592731	hsa-mir-4418
chr1_fMiRNAcluster7	ZNF263	1	0	22592731	hsa-mir-4418
chr1_fMiRNAcluster7	BCL3	2	0	22592731	hsa-mir-4418
chr1_fMiRNAcluster7	Pbx3	1	0	22592731	hsa-mir-4418
chr1_fMiRNAcluster8	CDX2	1	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	CDX2	2	2	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	HNF4A	1	0	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	NFKB	1	0	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	NFKB	1	0	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	TCF7L2	1	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	BAF170	1	0	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	HA-E2F1	1	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	STAT1	1	0	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	SUZ12	0	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	CTCF	1	0	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	NRSF	1	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	TCF12	1	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	p300	1	0	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	p300	1	0	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	TAF1	2	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	TAF1	1	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	NRSF	1	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	TAF1	1	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	TAF1	2	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	TAF1	1	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster8	p300	2	1	23037330	hsa-mir-4684
chr1_fMiRNAcluster9	AR	1	0	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	ERG	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	ERG	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	ERG	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	Jun	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	Myc	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	GATA1	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	GATA2	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	ETS1	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	CBP	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	HNF4A	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	STAT1	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	ZNF263	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	STAT1	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	4-Oct	1	0	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NANOG	1	0	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	p300	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	SMAD2/3	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	SMAD3	1	0	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	E2F4	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	E2F4	1	2	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	CDX2	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	CDX2	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	GATA6	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	HNF4A	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	HNF4A	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	p68	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NFKB	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NFKB	1	2	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NFKB	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NFKB	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NFKB	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NFKB	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NFKB	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NFKB	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NFKB	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NFKB	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	NFKB	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	TCF7L2	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	Max	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	STAT1	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	AP-2gamma	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	BAF155	1	2	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	BAF170	1	0	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	Brg1	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	E2F1	1	1	23345940	hsa-mir-3115
chr1_fMiRNAcluster9	HA-E2F1	1	1	23345940	hsa-mir-3115
